ID,Text,Comment
BeaverBuddies.ClientDesynced.ConsentMessage,"Toestemming om gebruiksgegevens te delen

Door ervoor te kiezen je gegevens te delen, ga je ermee akkoord de volgende informatie van je gameplay-sessie naar de ontwikkelaars van deze mod te sturen:

- Loggegevens: informatie die automatisch wordt verzameld tijdens je gameplay-sessie, zoals game-evenementen en gebruikersinteracties.
- Bestand opslaan: je huidige spelopslagbestand.

Wij streven ernaar je privacy te waarborgen door deze gegevens grotendeels anoniem te houden. Omdat de gegevens echter worden verzameld zoals ze zijn, kunnen deze onbedoeld details bevatten die je zouden kunnen identificeren (zoals bestandspaden of gebruikersnamen). De ontwikkelaars zullen niet proberen je te identificeren met behulp van deze informatie.

Jouw keuzes:
- Als je akkoord gaat, worden deze gegevens veilig naar de ontwikkelaars verzonden en gebruikt om de mod te verbeteren.
- Als je het er niet mee eens bent, worden er geen gegevens verzonden en gaat je gameplay verder zonder enige wijzigingen.

Door verder te gaan, bevestig je dat je ten minste de wettelijke leeftijd hebt voor digitale toestemming in het land waar je woont.

Ga je ermee akkoord je gegevens te delen met de ontwikkelaars van deze mod?",
BeaverBuddies.Settings.ClientConnectionAddress,Adres van clientverbinding,
BeaverBuddies.Settings.ClientConnectionAddress.Tooltip,Standaard IP-adres dat wordt gebruikt bij verbinding met een host.,
BeaverBuddies.Settings.Port,Poort,
BeaverBuddies.Settings.Port.Tooltip,Poort die wordt gebruikt bij het hosten van of deelnemen aan een game. Dit moet overeenkomen met een doorgestuurde poort voor de host.,
BeaverBuddies.Settings.SilenceLogging,Logging uitschakelen,
BeaverBuddies.Settings.SilenceLogging.Tooltip,"Voorkom dat deze mod foutmeldingen plaatst in het logbestand van de speler (behalve waarschuwingen en fouten).
Deze instelling is bedoeld voor ontwikkelaars.",
BeaverBuddies.Settings.ShowFirstTimerMessage,Eerste gebruiksbericht weergeven,
BeaverBuddies.Settings.AlwaysTrace,Gebruik altijd gedetailleerde logging,
BeaverBuddies.Settings.AlwaysTrace.Tooltip,"Indien ingeschakeld, gebruikt de game altijd gedetailleerde logging, waardoor je desynchronisatierapporten kunt indienen bij het eerste voorval zonder dat je handmatig gedetailleerde logging hoeft in te schakelen.
Houd er rekening mee dat alle spelers de instelling ingeschakeld moeten hebben. 
Deze instelling veroorzaakt enige vertraging en wordt voor de meeste spelers niet aanbevolen.",
BeaverBuddies.Settings.ReportingConsent,Toestemming voor rapportage,
BeaverBuddies.Settings.EnableSteamConnection,Schakel Steam-netwerken in,
BeaverBuddies.Settings.EnableSteamConnection.Tooltip,"Hiermee kunnen spelers deelnemen aan je games via het peer-to-peer-netwerk van Steam.
Spelers kunnen nog steeds deelnemen via port forwarding.
Opmerking: deze functie werkt mogelijk niet als je netwerk geen peer-to-peer-verbindingen ondersteunt.
Bovendien kunnen peer-to-peer-verbindingen langzamer zijn dan directe verbindingen.",
BeaverBuddies.Settings.FriendsCanJoinSteamGame,Laat vrienden rechtstreeks deelnemen via Steam,
BeaverBuddies.Settings.FriendsCanJoinSteamGame.Tooltip,"Indien ingeschakeld, kunnen je vrienden rechtstreeks via Steam deelnemen aan je game zonder dat je ze uitnodigt.",
BeaverBuddies.Host.ConnectedClients,"Wachten tot een client verbinding maakt...
Momenteel aangesloten spelers:",
BeaverBuddies.Host.DirectConnectClient,Directe verbinding (client),
BeaverBuddies.Host.StartGame,Spel starten,
BeaverBuddies.Host.InviteFriends,Nodig vrienden uit,
BeaverBuddies.JoinCoopGame.Success,Aangesloten! Bezig met kaart ontvangen...,
BeaverBuddies.JoinCoopGame.Error.InvalidFormat,Ongeldig adresformaat. Kan de poort niet parseren.,
BeaverBuddies.JoinCoopGame.Error.InvalidAddress,"Adres was geen geldig IP-adres.
Er is geprobeerd het probleem op te lossen als een hostnaam, maar het is niet omgezet in een IP-adres.",
BeaverBuddies.JoinCoopGame.Error.CouldNotConnect,Kan geen verbinding maken met de host. Controleer het adres en de poort en zorg ervoor dat de host actief is en indien nodig de poort doorstuurt. Foutdetails:,
