ID,Text,Comment
SmartProductionControl.Dashboard.Filter.All,Alle,
SmartProductionControl.Dashboard.Filter.Active,Actief,
SmartProductionControl.Dashboard.Filter.Paused,Gepauzeerd,
SmartProductionControl.Dashboard.Bulk.EnableAll,Schakel alles in,
SmartProductionControl.Dashboard.Bulk.DisableAll,Schakel alles uit,
SmartProductionControl.Dashboard.Bulk.ApplyPreset,Voorinstelling toepassen op gefilterd:,
SmartProductionControl.Dashboard.Summary,Bijgehouden: {0} | Actief: {1} | Automatisch gepauzeerd: {2} | Weergegeven: {3},
SmartProductionControl.Dashboard.Column.Building,Gebouw,
SmartProductionControl.Dashboard.Column.Type,Type,
SmartProductionControl.Dashboard.Column.District,Wijk,
SmartProductionControl.Dashboard.Column.Status,Status,
SmartProductionControl.Dashboard.Column.Output,Uitvoer,
SmartProductionControl.Dashboard.Column.Input,Invoer,
SmartProductionControl.Dashboard.Column.Preset,Voorinstelling,
SmartProductionControl.Dashboard.Status.Monitoring,Toezicht,
SmartProductionControl.Dashboard.Status.NoPower,Geen stroom,
SmartProductionControl.Dashboard.Status.Drought,Droogte,
SmartProductionControl.Dashboard.Status.Night,Nacht,
SmartProductionControl.Dashboard.Status.NoInput,Invoer laag,
SmartProductionControl.Dashboard.Status.OutputFull,Uitvoer vol,
SmartProductionControl.Dashboard.Status.NoWork,Geen werk,
SmartProductionControl.Dashboard.Status.HighScience,Wetenschap vol,
SmartProductionControl.Dashboard.Status.Paused,Gepauzeerd,
SmartProductionControl.Dashboard.Status.ManuallyPaused,Handmatig,Dashboard status: paused by the player (SPC dormant)
SmartProductionControl.Dashboard.Status.ManuallyResumed,Handmatig ingeschakeld,Dashboard status: resumed by the player overriding SPC auto-pause
SmartProductionControl.Dashboard.ButtonLabel,SPC,Bottom bar button label
SmartProductionControl.Dashboard.ButtonTooltip,Slim productiecontroledashboard,
SmartProductionControl.Category.Workshop,Werkplaats,
SmartProductionControl.Category.Gatherer,Verzamelaar,
SmartProductionControl.Category.Lumberjack,Houthakker,
SmartProductionControl.Category.Forester,Boswachter,
SmartProductionControl.Category.WaterPump,Waterpomp,
SmartProductionControl.Category.Consumer,Consument,
SmartProductionControl.Category.Power,Stroom,
SmartProductionControl.Category.Inventor,Uitvinder,
SmartProductionControl.Category.Other,Ander,
SmartProductionControl.Preset.Standard,Standaard,
SmartProductionControl.Preset.Conservative,Conservatief,
SmartProductionControl.Preset.Drought,Droogte,
SmartProductionControl.Preset.Early,Vroeg,
SmartProductionControl.Preset.Late,Laat,
SmartProductionControl.Preset.Custom,Aangepast,
SmartProductionControl.Fragment.AutoPauseToggle.Tooltip,"Hoofdschakelaar voor dit gebouw. Indien ingeschakeld, bepalen de onderstaande regels automatisch wanneer er wordt gepauzeerd.",
SmartProductionControl.Fragment.SettingsButton.Tooltip,Open de pop-up met gedetailleerde instellingen voor dit gebouw.,
SmartProductionControl.Settings.Toggle.OutputFull.Tooltip,Pauzeer wanneer het uitvoergoed van het gebouw zijn voorraaddrempel heeft bereikt (zie schuifregelaars hieronder).,
SmartProductionControl.Settings.Toggle.NoInput.Tooltip,Pauzeer wanneer inputgoederen (ingrediënten / brandstof / verbruikte goederen) onder de inputdrempel dalen.,
SmartProductionControl.Settings.Toggle.NoPower.Tooltip,Pauzeer wanneer het mechanische elektriciteitsnetwerk van het gebouw offline is. Wordt automatisch hervat wanneer de stroom terugkeert.,
SmartProductionControl.Settings.Toggle.NoWork.Tooltip,Pauzeer als er niets te doen is voor de werknemers in de buurt - geen oogstbare bomen / bessen / gewassen / plantplekken / water bij de inlaat.,
SmartProductionControl.Settings.Toggle.Drought.Tooltip,Pauzeer tijdens gevaarlijk weer (droogte of slechte vloed). Hervat wanneer het weer opklaart.,
SmartProductionControl.Settings.Toggle.Night.Tooltip,Pauzeer tijdens de nacht. Hervat bij zonsopgang.,
SmartProductionControl.Settings.Toggle.HighScience.Tooltip,Pauzeer deze Uitvinder wanneer de monidale hoeveelheid kennis de drempel bereikt. Wordt hervat wanneer de speler kennis besteedt en het totaal daalt.,
SmartProductionControl.Settings.Slider.ScienceThreshold.Tooltip,Pauzeer deze uitvinder automatisch wanneer de globale kennis op of boven dit aantal liggen.,
SmartProductionControl.Settings.Slider.PauseAt.Tooltip,De uitvoeropvullingssnelheid waarbij het gebouw zal pauzeren. Standaard: 100%.,
SmartProductionControl.Settings.Slider.ResumeAt.Tooltip,De uitvoeropvullingssnelheid waarbij het gepauzeerde gebouw weer gaat produceren. Standaard: 90%. Hysteresis voorkomt snelle aan/uit-oscillatie.,
SmartProductionControl.Settings.Slider.InputMin.Tooltip,"Minimale invoeropvullingssnelheid. Als alle inputgoederen onder dit tarief vallen, pauzeert het gebouw.",
SmartProductionControl.Settings.StorageMode.Global.Tooltip,Gebruik de globale voorraadtelling van alle wijken om te bepalen of de productie 'vol' is.,
SmartProductionControl.Settings.StorageMode.District.Tooltip,Gebruik alleen de voorraadteller van dit wijk.,
SmartProductionControl.Settings.StorageMode.Building.Tooltip,Gebruik alleen de eigen interne inventaris van het gebouw. Handig voor posten met kleine vaste inventarissen.,
SmartProductionControl.Dashboard.Bulk.EnableAll.Tooltip,Schakel Auto-Pauze in voor elk gebouw dat zichtbaar is in de huidige gefilterde weergave.,
SmartProductionControl.Dashboard.Bulk.DisableAll.Tooltip,Schakel Auto-Pauze uit voor elk gebouw dat zichtbaar is in de huidige gefilterde weergave.,
SmartProductionControl.Dashboard.SearchLabel.Tooltip,Filter de lijst op gebouwnaam/type/wijk.,
SmartProductionControl.Preset.Standard.Tooltip,Standaardregels: alle pauzevoorwaarden aan; pauzeren op 100%; hervatten op 90%.,
SmartProductionControl.Preset.Conservative.Tooltip,Strengere drempels: eerder pauzeren (90%) en pas hervatten als de voorraad ruim onder de helft (50%) ligt.,
SmartProductionControl.Preset.Drought.Tooltip,Pauzeert ook tijdens droogte/slechte vloed. Strengere drempels voor het behoud van hulpbronnen.,
SmartProductionControl.Preset.Early.Tooltip,Voorinstelling voor het begin van het spel: pauzeert alleen als er geen stroom is. Houdt de productie maximaal actief.,
SmartProductionControl.Preset.Late.Tooltip,Voorinstelling voor later in het spel: pauzeert ook 's nachts voor energie-/arbeidsbehoud.,
SmartProductionControl.Welcome.Title,Welkom bij Smart Production Control,
SmartProductionControl.Welcome.Body,"Deze mod voegt een Auto-Pauze-schakelaar toe aan elk productiegebouw. Wanneer het gebouw geen nuttig werk kan doen – output vol, input ontbreekt, geen stroom of geen werk binnen bereik – pauzeert het automatisch en wordt het hervat wanneer de omstandigheden dit toelaten. Klik op de onderstaande schakelaar om deze in te schakelen, of gebruik de SPC-knop in de onderste balk voor een koloniebrede weergave.",
SmartProductionControl.Welcome.GotIt,Ik heb het,
